clc_quartier;clc_secteur;haut_tot;haut_tronc;tronc_diam;fk_stadedev;fk_port;fk_pied;fk_situation;age_estim;fk_prec_estim;feuillage;remarquable
Quartier de l'Europe;Rue Laplace;14;3;138;Adulte;réduit relâché;gazon;Alignement;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Boulevard du Maréchal Juin;6;2;26;Jeune;libre;Bande de terre;Alignement;1;5;Feuillu;Non
Quartier du faubourg d'Isle;Boulevard du Maréchal Juin;6;2;27;Jeune;libre;Bande de terre;Alignement;1;5;Feuillu;Non
Quartier du faubourg d'Isle;Boulevard du Maréchal Juin;6;2;29;Jeune;libre;Bande de terre;Alignement;1;5;Feuillu;Non
Quartier du faubourg d'Isle;Boulevard du Maréchal Juin;6;2;28;Jeune;libre;Bande de terre;Alignement;1;5;Feuillu;Non
Quartier Saint-Martin - Oëstres;Groupe scolaire Xavier Aubryet;11;3;160;Adulte;semi libre;fosse arbre;Groupe;40;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Groupe scolaire Xavier Aubryet;9;3;110;Adulte;semi libre;fosse arbre;Groupe;40;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Groupe scolaire Xavier Aubryet;9;3;140;Adulte;semi libre;fosse arbre;Groupe;40;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Groupe scolaire Xavier Aubryet;14;2;213;Adulte;semi libre;gazon;Groupe;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Groupe scolaire Xavier Aubryet;9;2;207;Adulte;semi libre;fosse arbre;Groupe;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Groupe scolaire Xavier Aubryet;9;2;128;Adulte;semi libre;fosse arbre;Groupe;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Groupe scolaire Xavier Aubryet;8;1;305;Adulte;semi libre;fosse arbre;Groupe;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Groupe scolaire Xavier Aubryet;10;1;60;Adulte;semi libre;fosse arbre;Groupe;20;10;Conifère;Non
Quartier Saint-Martin - Oëstres;Résidence OPAC rue du Docteur Cordier;8;1;75;Adulte;semi libre;Bande de terre;Groupe;20;5;Feuillu;Non
Quartier Saint-Martin - Oëstres;Résidence OPAC rue du Docteur Cordier;8;1;80;Adulte;semi libre;Bande de terre;Groupe;20;5;Feuillu;Non
Quartier Saint-Martin - Oëstres;Résidence OPAC rue du Docteur Cordier;7;1;75;Adulte;semi libre;Bande de terre;Groupe;20;5;Feuillu;Non
Quartier du Vermandois;Rue de Normandie;13;4;226;Adulte;semi libre;Bande de terre;Isolé;50;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;8;2;73;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;7;2;77;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;6;2;76;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;6;2;70;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;7;2;80;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;6;2;74;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;7;2;77;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;4;2;37;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;6;2;68;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;5;2;46;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;5;2;60;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;5;2;70;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;5;2;56;Adulte;semi libre;Bande de terre;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;5;2;66;Adulte;semi libre;Bande de terre;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;5;3;69;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;5;2;63;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;5;2;71;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;6;2;82;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;6;2;78;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Rue d'Artois;6;2;58;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Centre social Champagne - Artois;6;2;42;Adulte;semi libre;gazon;Groupe;30;5;Feuillu;Non
Quartier du Vermandois;Centre social Champagne - Artois;4;0;80;Adulte;cépée;gazon;Groupe;20;5;Feuillu;Non
Quartier du Vermandois;Centre social Champagne - Artois;5;0;45;Adulte;cépée;gazon;Groupe;20;5;Feuillu;Non
Quartier du Vermandois;Centre social Champagne - Artois;5;0;80;Adulte;cépée;gazon;Groupe;20;5;Feuillu;Non
Quartier du Vermandois;Centre social Champagne - Artois;8;1;54;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du Vermandois;Centre social Champagne - Artois;10;2;51;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Centre social Champagne - Artois;8;2;51;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Centre social Champagne - Artois;9;2;54;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Centre social Champagne - Artois;8;2;51;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Centre social Champagne - Artois;7;2;46;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Centre social Champagne - Artois;8;2;45;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Centre social Champagne - Artois;5;2;39;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier du Vermandois;Centre social Champagne - Artois;4;2;29;Jeune;semi libre;gazon;Isolé;15;5;Feuillu;Non
Quartier du Vermandois;Centre social Champagne - Artois;10;0;55;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du Vermandois;Centre social Champagne - Artois;4;2;37;Adulte;semi libre;gazon;Groupe;20;5;Feuillu;Non
Quartier du Vermandois;Centre social Champagne - Artois;5;2;57;Adulte;semi libre;gazon;Groupe;20;5;Feuillu;Non
Quartier du Vermandois;Centre social Champagne - Artois;5;;40;Adulte;semi libre;gazon;Groupe;20;5;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;6;;75;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;5;;56;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;5;;66;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;4;;53;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;5;;38;Adulte;libre;gazon;Groupe;30;10;NA;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;5;;31;Adulte;cépée;gazon;Groupe;30;10;NA;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;8;;63;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;5;;47;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;4;;44;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;4;;47;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;4;;47;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;5;;41;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;4;;31;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;7;;63;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;5;;44;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;7;;104;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;8;;101;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;7;;125;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;7;;97;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;5;;53;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;6;;78;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;5;;82;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;6;;88;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;7;;94;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;5;;63;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;6;;79;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;8;;100;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;7;;88;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;7;;78;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;6;;75;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;8;;190;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;9;2;41;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;9;;251;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;7;;157;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;7;;250;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du faubourg d'Isle;Verger du Parc d'Isle;6;;116;Adulte;libre;gazon;Groupe;30;10;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;5;2;22;Jeune;semi libre;gazon;Groupe;5;0;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;5;1;19;Jeune;semi libre;gazon;Groupe;5;0;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;5;2;16;Jeune;semi libre;gazon;Groupe;5;0;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;5;2;19;Jeune;semi libre;gazon;Groupe;5;0;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;6;3;19;Jeune;semi libre;gazon;Groupe;5;0;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;6;2;16;Jeune;semi libre;gazon;Groupe;5;0;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;6;2;19;Jeune;semi libre;gazon;Groupe;5;0;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;5;2;16;Jeune;semi libre;gazon;Groupe;5;0;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;7;2;22;Jeune;semi libre;gazon;Groupe;5;0;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;15;0;166;Adulte;semi libre;gazon;Isolé;50;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;3;0;13;Jeune;semi libre;gazon;Groupe;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;2;0;20;Jeune;cépée;gazon;Groupe;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;3;0;10;Jeune;semi libre;gazon;Groupe;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;3;0;20;Jeune;semi libre;gazon;Isolé;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;3;0;20;Jeune;cépée;gazon;Isolé;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;5;0;26;Jeune;semi libre;Bande de terre;Alignement;5;0;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;5;0;19;Jeune;semi libre;Bande de terre;Alignement;5;0;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;5;0;28;Jeune;semi libre;Bande de terre;Alignement;5;0;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;5;0;17;Jeune;semi libre;Bande de terre;Alignement;5;0;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;5;0;28;Jeune;semi libre;Bande de terre;Alignement;5;0;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;5;0;17;Jeune;semi libre;Bande de terre;Alignement;5;0;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;5;0;24;Jeune;semi libre;Bande de terre;Alignement;5;0;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;5;0;16;Jeune;semi libre;Bande de terre;Alignement;5;0;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;5;0;31;Jeune;semi libre;Bande de terre;Alignement;5;0;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;5;0;18;Jeune;semi libre;Bande de terre;Alignement;5;0;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;2;0;20;Jeune;cépée;gazon;Isolé;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;8;0;160;Adulte;semi libre;gazon;Isolé;30;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;6;0;123;Adulte;semi libre;gazon;Isolé;30;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;2;0;20;Jeune;cépée;Bande de terre;Isolé;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;2;0;20;Jeune;cépée;Bande de terre;Isolé;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;2;0;30;Jeune;cépée;gazon;Isolé;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;8;0;69;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;14;0;138;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;12;0;91;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;14;0;136;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;12;0;104;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;12;0;72;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;4;0;17;Jeune;semi libre;gazon;Isolé;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;4;0;17;Jeune;semi libre;gazon;Isolé;5;1;NA;Non
Quartier de l'Europe;Rue d'Alembert;2;0;20;Jeune;cépée;gazon;Isolé;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;8;0;72;Adulte;semi libre;Bande de terre;Alignement;30;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;7;0;60;Adulte;semi libre;Bande de terre;Alignement;30;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;6;0;54;Adulte;semi libre;Bande de terre;Alignement;30;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;7;0;64;Adulte;semi libre;Bande de terre;Alignement;30;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;2;0;20;Jeune;cépée;gazon;Isolé;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;3;0;19;Jeune;semi libre;gazon;Isolé;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;8;0;57;Adulte;semi libre;Bande de terre;Isolé;30;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;2;0;20;Jeune;cépée;Bande de terre;Isolé;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;16;0;130;Adulte;semi libre;gazon;Isolé;40;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;3;0;15;Jeune;semi libre;gazon;Alignement;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;4;0;16;Jeune;semi libre;gazon;Alignement;5;1;Conifère;Non
Quartier de l'Europe;Rue d'Alembert;3;0;17;Jeune;semi libre;gazon;Alignement;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;13;0;166;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;13;0;143;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;4;0;16;Jeune;semi libre;gazon;Isolé;5;1;NA;Non
Quartier de l'Europe;Rue d'Alembert;2;0;10;Jeune;cépée;gazon;Groupe;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;2;0;10;Jeune;cépée;gazon;Groupe;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;2;0;10;Jeune;cépée;gazon;Groupe;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;2;0;10;Jeune;cépée;gazon;Groupe;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;2;0;10;Jeune;cépée;gazon;Groupe;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;2;0;10;Jeune;cépée;gazon;Groupe;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;2;0;10;Jeune;cépée;gazon;Groupe;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;2;0;10;Jeune;cépée;gazon;Groupe;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;2;0;10;Jeune;cépée;gazon;Groupe;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;2;0;20;Jeune;cépée;gazon;Groupe;5;1;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;18;0;218;Adulte;semi libre;gazon;Groupe;40;10;Conifère;Non
Quartier de l'Europe;Rue d'Alembert;17;0;135;Adulte;semi libre;gazon;Groupe;40;10;Conifère;Non
Quartier de l'Europe;Rue d'Alembert;15;0;103;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;15;0;122;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;15;0;89;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;15;0;90;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;15;0;99;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;15;0;119;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;15;0;124;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;15;0;189;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;13;0;116;Adulte;semi libre;gazon;Groupe;30;10;Conifère;Non
Quartier de l'Europe;Rue d'Alembert;18;0;159;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;18;0;166;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier de l'Europe;Rue d'Alembert;18;0;164;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier de Neuville;Terrain aventure Neuville;5;0;25;Jeune;semi libre;gazon;Groupe;5;0;Feuillu;Non
Quartier de Neuville;Terrain aventure Neuville;5;0;25;Jeune;semi libre;gazon;Groupe;5;0;Feuillu;Non
Quartier de Neuville;Terrain aventure Neuville;19;0;232;Vieux;semi libre;gazon;Groupe;60;10;Feuillu;Non
Quartier de Neuville;Terrain aventure Neuville;5;0;30;Jeune;semi libre;gazon;Isolé;10;0;Feuillu;Non
Quartier de Neuville;Terrain aventure Neuville;5;0;31;Jeune;semi libre;gazon;Isolé;10;5;Feuillu;Non
Quartier du Vermandois;Verger du théâtre de la manufacture;8;0;107;Adulte;semi libre;gazon;Alignement;40;10;Feuillu;Non
Quartier du Vermandois;Verger du théâtre de la manufacture;6;0;95;Adulte;semi libre;gazon;Alignement;40;10;Feuillu;Non
Quartier du Vermandois;Verger du théâtre de la manufacture;7;0;90;Adulte;semi libre;gazon;Alignement;40;10;Feuillu;Non
Quartier du Vermandois;Verger du théâtre de la manufacture;7;0;94;Adulte;semi libre;gazon;Alignement;40;10;Feuillu;Non
Quartier du Vermandois;Verger du théâtre de la manufacture;7;0;90;Adulte;semi libre;Bande de terre;Alignement;40;10;Feuillu;Non
Quartier du Vermandois;Verger du théâtre de la manufacture;8;0;150;Adulte;semi libre;Bande de terre;Alignement;40;10;Feuillu;Non
Quartier du Vermandois;Verger du théâtre de la manufacture;8;0;150;Adulte;semi libre;gazon;Alignement;40;10;Feuillu;Non
Quartier du Vermandois;Verger du théâtre de la manufacture;8;0;133;Adulte;semi libre;gazon;Alignement;40;10;Feuillu;Non
Quartier du Vermandois;Verger du théâtre de la manufacture;7;0;100;Adulte;semi libre;gazon;Alignement;40;10;Feuillu;Non
Quartier du Vermandois;Verger du théâtre de la manufacture;7;0;101;Adulte;semi libre;gazon;Alignement;40;10;Feuillu;Non
Quartier du Vermandois;Verger du théâtre de la manufacture;9;0;76;Adulte;semi libre;gazon;Isolé;20;10;Feuillu;Non
Quartier Saint-Jean;Stade municipal plein air;14;0;95;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Jean;Stade municipal plein air;15;0;125;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Jean;Stade municipal plein air;15;0;125;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Jean;Stade municipal plein air;15;0;125;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Jean;Stade municipal plein air;15;0;125;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Jean;Stade municipal plein air;15;0;160;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Jean;Stade municipal plein air;15;0;190;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Jean;Stade municipal plein air;15;0;190;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Jean;Stade municipal plein air;15;0;190;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Jean;Stade municipal plein air;25;0;350;Adulte;semi libre;gazon;Alignement;60;20;Conifère;Non
Quartier Saint-Jean;Stade municipal plein air;22;0;190;Adulte;semi libre;gazon;Alignement;60;20;Conifère;Non
Quartier Saint-Jean;Stade municipal plein air;23;0;350;Adulte;semi libre;gazon;Alignement;60;20;Conifère;Non
Quartier Saint-Jean;Centre de formation Bachy;7;0;170;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
Quartier Saint-Jean;Centre de formation Bachy;6;0;110;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
Quartier Saint-Jean;Centre de formation Bachy;6;0;75;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
Quartier Saint-Jean;Centre de formation Bachy;5;0;65;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
Quartier Saint-Jean;Centre de formation Bachy;10;0;150;Adulte;semi libre;gazon;Groupe;35;10;Conifère;Non
Quartier Saint-Jean;Centre de formation Bachy;14;0;115;Adulte;semi libre;gazon;Groupe;35;10;Conifère;Non
Quartier Saint-Jean;Centre de formation Bachy;13;0;145;Adulte;semi libre;gazon;Groupe;35;10;Conifère;Non
Quartier Saint-Jean;Centre de formation Bachy;14;0;80;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
Quartier Saint-Jean;Centre de formation Bachy;15;0;90;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
Quartier Saint-Jean;Centre de formation Bachy;15;0;135;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
Quartier Saint-Jean;Groupe Scolaire Georges Bachy;16;0;120;Adulte;semi libre;gazon;Isolé;40;10;Feuillu;Non
Quartier Saint-Jean;Groupe Scolaire Georges Bachy;16;0;135;Adulte;semi libre;gazon;Isolé;40;10;Conifère;Non
Quartier Saint-Jean;Groupe Scolaire Georges Bachy;11;0;100;Adulte;semi libre;gazon;Groupe;40;10;Conifère;Non
Quartier Saint-Jean;Groupe Scolaire Georges Bachy;12;0;110;Adulte;semi libre;gazon;Groupe;40;10;Conifère;Non
Quartier Saint-Jean;Groupe Scolaire Georges Bachy;13;0;115;Adulte;semi libre;gazon;Groupe;40;10;Conifère;Non
Quartier Saint-Jean;Groupe Scolaire Georges Bachy;20;0;120;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
Quartier Saint-Jean;Groupe Scolaire Georges Bachy;20;0;120;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
Quartier Saint-Jean;Groupe Scolaire Georges Bachy;20;0;110;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
Quartier Saint-Jean;Groupe Scolaire Georges Bachy;16;0;70;Adulte;semi libre;gazon;Groupe;20;10;Feuillu;Non
Quartier Saint-Jean;Groupe Scolaire Georges Bachy;12;0;145;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
Quartier Saint-Jean;Groupe Scolaire Georges Bachy;6;0;85;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier Saint-Jean;Groupe Scolaire Georges Bachy;15;0;150;Adulte;semi libre;Bande de terre;Groupe;30;10;Conifère;Non
Quartier Saint-Jean;Groupe Scolaire Georges Bachy;14;0;120;Adulte;semi libre;gazon;Isolé;30;10;Feuillu;Non
Quartier Saint-Jean;Groupe Scolaire Georges Bachy;10;0;150;Vieux;cépée;gazon;Isolé;40;10;Feuillu;Non
Quartier Saint-Jean;Groupe Scolaire Georges Bachy;7;0;85;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier Saint-Jean;Groupe Scolaire Georges Bachy;12;0;150;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier Saint-Jean;Groupe Scolaire Georges Bachy;7;0;70;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
